Unnamed: 0,scrapedate,lastupdated,stateagency,facility,fac_inc_tested,fac_inc_active,fac_inc_positive,fac_inc_deaths,fac_staff_positive,fac_staff_deaths,sum_staff_active,fac_inc_phase1apartiallyvaccinated,fac_inc_phase1afullyvaccinated,fac_inc_phase1bpartiallyvaccinated,fac_inc_phase1bfullyvaccinated,fac_inc_phase2apartiallyvaccinated,facilties_inc_phase1bonedose,fac_inc_phase2afullyvaccinated,fac_inc_phase2band3partiallyvaccinated,fac_inc_phase2band3fullyvaccinated,facilties_inc_phase2band3onedose,fac_inc_phase2band3onedose,sum_inc_population,sum_staff_population,sum_inc_vaccinated,facility_bjs,fac_state,fac_inc_phase1bpartvac,fac_address,fac_zip,sum_inc_pop,sum_inc_positive,sum_inc_deaths,sum_inc_tested,sum_staff_positive,sum_staff_pop,match,bjs_fac_state,bjs_fac_id,bjs_fac_name,bjs_fac_address1,bjs_fac_city,bjs_fac_stateab,bjs_fac_zip1,bjs_fac_gender,bjs_fac_security,bjs_fac_securityother,bjs_fac_leave,bjs_fac_operator,bjs_fac_malepop,bjs_fac_femalepop,bjs_fac_linked,bjs_fac_changeuse,bjs_fac_changeclose,bjs_fac_notes,state
1788,2021-07-25,2021-07-15,NH,NHSP-M,1197.0,0.0,258.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1789,2021-07-25,2021-07-15,NH,TWC & THU's,48.0,0.0,23.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1790,2021-07-25,2021-07-15,NH,SPU / RTU,260.0,0.0,19.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1791,2021-07-25,2021-07-15,NH,NHCF-W,,,,,12.0,NR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1792,2021-07-25,2021-07-15,NH,NNHCF,,,,,31.0,NR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1793,2021-07-25,2021-07-15,NH,NHSP-M,,,,,82.0,NR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1794,2021-07-25,2021-07-15,NH,TWC & THU's,,,,,18.0,NR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1795,2021-07-25,2021-07-15,NH,SPU & RTU,,,,,13.0,NR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1796,2021-07-25,2021-07-15,NH,NNHCF,,,,,,,,119,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1797,2021-07-25,2021-07-15,NH,SPU,,,,,,,,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1798,2021-07-25,2021-07-15,NH,NHCF-W,,,,,,,,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1799,2021-07-25,2021-07-15,NH,NHSP-M,,,,,,,,219,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1800,2021-07-25,2021-07-15,NH,NNHCF,,,,,,,,248,248,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1801,2021-07-25,2021-07-15,NH,SPU,,,,,,,,2,2,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1802,2021-07-25,2021-07-15,NH,NHCF-W,,,,,,,,52,46,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1803,2021-07-25,2021-07-15,NH,NHSP-M,,,,,,,,655,649,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1804,2021-07-25,2021-07-15,NH,TWC/THU,,,,,,,,45,45,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1805,2021-07-25,2021-07-15,NH,,,,,,,,,,,,2004,851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1806,2021-07-26,2021-07-15,NH,NHCF-W,172.0,0.0,26.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1807,2021-07-26,2021-07-15,NH,NNHCF,377.0,0.0,134.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1808,2021-07-26,2021-07-15,NH,NHSP-M,1197.0,0.0,258.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1809,2021-07-26,2021-07-15,NH,TWC & THU's,48.0,0.0,23.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1810,2021-07-26,2021-07-15,NH,SPU / RTU,260.0,0.0,19.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1811,2021-07-26,2021-07-15,NH,NHCF-W,,,,,12.0,NR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1812,2021-07-26,2021-07-15,NH,NNHCF,,,,,31.0,NR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1813,2021-07-26,2021-07-15,NH,NHSP-M,,,,,82.0,NR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1814,2021-07-26,2021-07-15,NH,TWC & THU's,,,,,18.0,NR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1815,2021-07-26,2021-07-15,NH,SPU & RTU,,,,,13.0,NR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1816,2021-07-26,2021-07-15,NH,NNHCF,,,,,,,,119,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1817,2021-07-26,2021-07-15,NH,SPU,,,,,,,,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1818,2021-07-26,2021-07-15,NH,NHCF-W,,,,,,,,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1819,2021-07-26,2021-07-15,NH,NHSP-M,,,,,,,,219,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1820,2021-07-26,2021-07-15,NH,NNHCF,,,,,,,,248,248,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1821,2021-07-26,2021-07-15,NH,SPU,,,,,,,,2,2,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1822,2021-07-26,2021-07-15,NH,NHCF-W,,,,,,,,52,46,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1823,2021-07-26,2021-07-15,NH,NHSP-M,,,,,,,,655,649,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1824,2021-07-26,2021-07-15,NH,TWC/THU,,,,,,,,45,45,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1825,2021-07-26,2021-07-15,NH,,,,,,,,,,,,2004,851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1826,2021-07-27,2021-07-15,NH,NHCF-W,172.0,0.0,26.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1827,2021-07-27,2021-07-15,NH,NNHCF,377.0,0.0,134.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1828,2021-07-27,2021-07-15,NH,NHSP-M,1197.0,0.0,258.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1829,2021-07-27,2021-07-15,NH,TWC & THU's,48.0,0.0,23.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1830,2021-07-27,2021-07-15,NH,SPU / RTU,260.0,0.0,19.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1831,2021-07-27,2021-07-15,NH,NHCF-W,,,,,12.0,NR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1832,2021-07-27,2021-07-15,NH,NNHCF,,,,,31.0,NR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1833,2021-07-27,2021-07-15,NH,NHSP-M,,,,,82.0,NR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1834,2021-07-27,2021-07-15,NH,TWC & THU's,,,,,18.0,NR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1835,2021-07-27,2021-07-15,NH,SPU & RTU,,,,,13.0,NR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1836,2021-07-27,2021-07-15,NH,NNHCF,,,,,,,,119,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1837,2021-07-27,2021-07-15,NH,SPU,,,,,,,,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1838,2021-07-27,2021-07-15,NH,NHCF-W,,,,,,,,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1839,2021-07-27,2021-07-15,NH,NHSP-M,,,,,,,,219,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1840,2021-07-27,2021-07-15,NH,NNHCF,,,,,,,,248,248,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1841,2021-07-27,2021-07-15,NH,SPU,,,,,,,,2,2,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1842,2021-07-27,2021-07-15,NH,NHCF-W,,,,,,,,52,46,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1843,2021-07-27,2021-07-15,NH,NHSP-M,,,,,,,,655,649,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1844,2021-07-27,2021-07-15,NH,TWC/THU,,,,,,,,45,45,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1845,2021-07-27,2021-07-15,NH,,,,,,,,,,,,2004,851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1846,2021-07-28,2021-07-27,NH,NHCF-W,172.0,0.0,26.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1847,2021-07-28,2021-07-27,NH,NNHCF,377.0,0.0,134.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1848,2021-07-28,2021-07-27,NH,NHSP-M,1222.0,0.0,258.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1849,2021-07-28,2021-07-27,NH,TWC & THU's,48.0,0.0,23.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1850,2021-07-28,2021-07-27,NH,SPU / RTU,260.0,0.0,19.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1851,2021-07-28,2021-07-27,NH,NHCF-W,,,,,12.0,NR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1852,2021-07-28,2021-07-27,NH,NNHCF,,,,,31.0,NR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1853,2021-07-28,2021-07-27,NH,NHSP-M,,,,,82.0,NR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1854,2021-07-28,2021-07-27,NH,TWC & THU's,,,,,18.0,NR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1855,2021-07-28,2021-07-27,NH,SPU & RTU,,,,,13.0,NR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1856,2021-07-28,2021-07-27,NH,NNHCF,,,,,,,,119,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1857,2021-07-28,2021-07-27,NH,SPU,,,,,,,,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1858,2021-07-28,2021-07-27,NH,NHCF-W,,,,,,,,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1859,2021-07-28,2021-07-27,NH,NHSP-M,,,,,,,,219,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1860,2021-07-28,2021-07-27,NH,NNHCF,,,,,,,,248,248,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1861,2021-07-28,2021-07-27,NH,SPU,,,,,,,,2,2,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1862,2021-07-28,2021-07-27,NH,NHCF-W,,,,,,,,52,46,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1863,2021-07-28,2021-07-27,NH,NHSP-M,,,,,,,,655,649,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1864,2021-07-28,2021-07-27,NH,TWC/THU,,,,,,,,45,45,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1865,2021-07-28,2021-07-27,NH,,,,,,,,,,,,2015,851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1866,2021-07-29,2021-07-27,NH,NHCF-W,172.0,0.0,26.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1867,2021-07-29,2021-07-27,NH,NNHCF,377.0,0.0,134.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1868,2021-07-29,2021-07-27,NH,NHSP-M,1222.0,0.0,258.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1869,2021-07-29,2021-07-27,NH,TWC & THU's,48.0,0.0,23.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1870,2021-07-29,2021-07-27,NH,SPU / RTU,260.0,0.0,19.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1871,2021-07-29,2021-07-27,NH,NHCF-W,,,,,12.0,NR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1872,2021-07-29,2021-07-27,NH,NNHCF,,,,,31.0,NR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1873,2021-07-29,2021-07-27,NH,NHSP-M,,,,,82.0,NR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1874,2021-07-29,2021-07-27,NH,TWC & THU's,,,,,18.0,NR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1875,2021-07-29,2021-07-27,NH,SPU & RTU,,,,,13.0,NR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1876,2021-07-29,2021-07-27,NH,NNHCF,,,,,,,,119,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1877,2021-07-29,2021-07-27,NH,SPU,,,,,,,,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1878,2021-07-29,2021-07-27,NH,NHCF-W,,,,,,,,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1879,2021-07-29,2021-07-27,NH,NHSP-M,,,,,,,,219,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1880,2021-07-29,2021-07-27,NH,NNHCF,,,,,,,,248,248,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1881,2021-07-29,2021-07-27,NH,SPU,,,,,,,,2,2,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1882,2021-07-29,2021-07-27,NH,NHCF-W,,,,,,,,52,46,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1883,2021-07-29,2021-07-27,NH,NHSP-M,,,,,,,,655,649,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1884,2021-07-29,2021-07-27,NH,TWC/THU,,,,,,,,45,45,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1885,2021-07-29,2021-07-27,NH,,,,,,,,,,,,2015,851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1886,2021-07-30,2021-07-27,NH,NHCF-W,172.0,0.0,26.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1887,2021-07-30,2021-07-27,NH,NNHCF,377.0,0.0,134.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1888,2021-07-30,2021-07-27,NH,NHSP-M,1222.0,0.0,258.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1889,2021-07-30,2021-07-27,NH,TWC & THU's,48.0,0.0,23.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1890,2021-07-30,2021-07-27,NH,SPU / RTU,260.0,0.0,19.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1891,2021-07-30,2021-07-27,NH,NHCF-W,,,,,12.0,NR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
1892,2021-07-30,2021-07-27,NH,NNHCF,,,,,31.0,NR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
